parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-035,MOD-001,FORM-007,audit_bias_fail_score,audit bias high score,formula_constant,float,score/rate/day constant,-420,NOT_APPLICABLE - no separate prior evidenced,-420,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,FORM-007,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:124,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-24,text_regex:whkmSalary/salary_logic.py::def score_audit_bias\(.*?return\s+(-420),-420,HEAD,2026-06-24T00:00:00+10:00,sha256:a085cc15179fbc2503934c13cee33ac0f761a46ee068fcb3b2621369a5b99000,MACHINE_VERIFIED,
PARAM-036,MOD-001,FORM-008,customer_cost_cutoff,customer cost cutoff,formula_constant,float,score/rate/day constant,0.03,NOT_APPLICABLE - no separate prior evidenced,0.03,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,FORM-008,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Medium,whkmSalary/salary_logic.py:127,NOT_APPLICABLE,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-24,python_ast_literal:whkmSalary/salary_logic.py:127:1,0.03,HEAD,2026-06-24T00:00:00+10:00,sha256:f0bc85a429a4a10b98c58e36a98efb6df965acd543aadb8a9dda535fd8d8eef7,MACHINE_VERIFIED,
PARAM-037,MOD-001,FORM-001,weight_新疆_业绩,新疆 业绩 weight,weight,float,ratio,0.25,NOT_APPLICABLE - no separate prior evidenced,0.25,0.25,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.业绩,0.25,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:0b72494e57dc71d351d01f52fec7513959e0b6874023869f7dd3e627ed2a7fa4,MACHINE_VERIFIED,
PARAM-038,MOD-001,FORM-001,weight_新疆_毛利率,新疆 毛利率 weight,weight,float,ratio,0.325,NOT_APPLICABLE - no separate prior evidenced,0.325,0.325,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.毛利率,0.325,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:9ef43ffb9cd3c59d1173d085c0e3ce853962fb56006b9ff2cd79682ceaa35e35,MACHINE_VERIFIED,
PARAM-039,MOD-001,FORM-001,weight_新疆_结算率,新疆 结算率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.结算率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:1acf1bd099fdedc20a406d0378c7bca272075be7a733de2bceb45ded343fa33e,MACHINE_VERIFIED,
PARAM-040,MOD-001,FORM-001,weight_新疆_开票率,新疆 开票率 weight,weight,float,ratio,0.05,NOT_APPLICABLE - no separate prior evidenced,0.05,0.05,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.开票率,0.05,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:212c354c34b36870f53edb8c9736cfe27fcf7ef2a79615923f8f16e4ba8f8f96,MACHINE_VERIFIED,
PARAM-041,MOD-001,FORM-001,weight_新疆_回款率,新疆 回款率 weight,weight,float,ratio,0.2,NOT_APPLICABLE - no separate prior evidenced,0.2,0.2,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.回款率,0.2,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:db6837b92daeddfe3021a95991f5314ff572442d09129c6045b7d25cd83caf9c,MACHINE_VERIFIED,
PARAM-042,MOD-001,FORM-001,weight_新疆_审计偏差,新疆 审计偏差 weight,weight,float,ratio,0.05,NOT_APPLICABLE - no separate prior evidenced,0.05,0.05,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.审计偏差,0.05,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c11058f6f3727d3761a74adb6d423ac85bb26aaa104cc34e618f02b12479d57c,MACHINE_VERIFIED,
PARAM-043,MOD-001,FORM-001,weight_新疆_客情成本,新疆 客情成本 weight,weight,float,ratio,0.1,NOT_APPLICABLE - no separate prior evidenced,0.1,0.1,province_新疆,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::新疆.客情成本,0.1,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:917ee34e794de8f0af281d2e27ca08b7fcbaa392d93a23e058578b7403e79141,MACHINE_VERIFIED,
PARAM-044,MOD-001,FORM-001,weight_山东_业绩,山东 业绩 weight,weight,float,ratio,0.4,NOT_APPLICABLE - no separate prior evidenced,0.4,0.4,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.业绩,0.4,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:9ec7813802421ba80955c7b818ba2f706bfa252156c3297fc39fdff4042290f3,MACHINE_VERIFIED,
PARAM-045,MOD-001,FORM-001,weight_山东_毛利率,山东 毛利率 weight,weight,float,ratio,0.3,NOT_APPLICABLE - no separate prior evidenced,0.3,0.3,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.毛利率,0.3,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:0465333bb128730317f6d65b2620c25fe28e9b114a19f7908e33ddd02ff1ea82,MACHINE_VERIFIED,
PARAM-046,MOD-001,FORM-001,weight_山东_结算率,山东 结算率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.结算率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:baa6c080a4a37a2d1e29e347b43b4c9aac440456ea0ff539ca3565e6002fa85c,MACHINE_VERIFIED,
PARAM-047,MOD-001,FORM-001,weight_山东_开票率,山东 开票率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.开票率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:8427dcbdf121fb00d386a454ca12528d141c532f15f2b7babb9afbc4c7863cbf,MACHINE_VERIFIED,
PARAM-048,MOD-001,FORM-001,weight_山东_回款率,山东 回款率 weight,weight,float,ratio,0.175,NOT_APPLICABLE - no separate prior evidenced,0.175,0.175,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.回款率,0.175,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c9fee01da1ee0927413a72c39a07ceeaf7fa539f3fbbf03d6c722d4431caa336,MACHINE_VERIFIED,
PARAM-049,MOD-001,FORM-001,weight_山东_审计偏差,山东 审计偏差 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.审计偏差,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:1766ab7f9c42d46882269baa7762a311f93a984fd23b6dad05cf7f589a8fa10a,MACHINE_VERIFIED,
PARAM-050,MOD-001,FORM-001,weight_山东_客情成本,山东 客情成本 weight,weight,float,ratio,0.05,NOT_APPLICABLE - no separate prior evidenced,0.05,0.05,province_山东,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::山东.客情成本,0.05,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:6ace149cb2a56c97938d633ffadc817fcc296ed9fca29f5a0972967410e23919,MACHINE_VERIFIED,
PARAM-051,MOD-001,FORM-001,weight_青海_业绩,青海 业绩 weight,weight,float,ratio,0.45,NOT_APPLICABLE - no separate prior evidenced,0.45,0.45,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.业绩,0.45,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:cd2d4eef33160d4d070d0bc66d3adfce3c90446c0ed1640bcdf8645bfc610255,MACHINE_VERIFIED,
PARAM-052,MOD-001,FORM-001,weight_青海_毛利率,青海 毛利率 weight,weight,float,ratio,0.25,NOT_APPLICABLE - no separate prior evidenced,0.25,0.25,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.毛利率,0.25,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:32c7ce48239fe6a99840c747943ab7440a6506d2859bdf63b290c9fb1481e01f,MACHINE_VERIFIED,
PARAM-053,MOD-001,FORM-001,weight_青海_结算率,青海 结算率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.结算率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:22172540788a97948fbcd637c629464eb59be7eb9bec6a3d22a0996a6523135d,MACHINE_VERIFIED,
PARAM-054,MOD-001,FORM-001,weight_青海_开票率,青海 开票率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.开票率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:12f723214133ccd0b4f51965046958b3c4714248adddf1b12136d4ec87dd1fc6,MACHINE_VERIFIED,
PARAM-055,MOD-001,FORM-001,weight_青海_回款率,青海 回款率 weight,weight,float,ratio,0.15,NOT_APPLICABLE - no separate prior evidenced,0.15,0.15,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.回款率,0.15,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:65d7a1be4f30499f21777f4b6183c8bfdf0ffe0dc56d67180f12fed95b487e4b,MACHINE_VERIFIED,
PARAM-056,MOD-001,FORM-001,weight_青海_审计偏差,青海 审计偏差 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.审计偏差,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:8f31de4f1cc10c3b95a5ae7af3cf8543331de18253ded06837d4ff5c0d239f96,MACHINE_VERIFIED,
PARAM-057,MOD-001,FORM-001,weight_青海_客情成本,青海 客情成本 weight,weight,float,ratio,0.075,NOT_APPLICABLE - no separate prior evidenced,0.075,0.075,province_青海,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::青海.客情成本,0.075,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:a575fb4e6ba582ef77630386bc07eaaed7a24619ff2737da6eb63d5733bb480f,MACHINE_VERIFIED,
PARAM-058,MOD-001,FORM-001,weight_湖北_业绩,湖北 业绩 weight,weight,float,ratio,0.3,NOT_APPLICABLE - no separate prior evidenced,0.3,0.3,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.业绩,0.3,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:18fa1392d83ffbc1a64c183fba9d1c763227317981defcde991ede25b9c0181c,MACHINE_VERIFIED,
PARAM-059,MOD-001,FORM-001,weight_湖北_毛利率,湖北 毛利率 weight,weight,float,ratio,0.35,NOT_APPLICABLE - no separate prior evidenced,0.35,0.35,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.毛利率,0.35,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:953e1e6ce35e7c1498abc0af511cc5d1bc5ccb867a69e085a05f8fb26a879257,MACHINE_VERIFIED,
PARAM-060,MOD-001,FORM-001,weight_湖北_结算率,湖北 结算率 weight,weight,float,ratio,0.1,NOT_APPLICABLE - no separate prior evidenced,0.1,0.1,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.结算率,0.1,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:d9949629714f4fb28e828f586ecd0fb94529c95a1308c55755bcb5f644afe38d,MACHINE_VERIFIED,
PARAM-061,MOD-001,FORM-001,weight_湖北_开票率,湖北 开票率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.开票率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c5fe8e221033e72cabf09f3ccee2e7528e6936c8d62bf0577c47aa4ba0394f6e,MACHINE_VERIFIED,
PARAM-062,MOD-001,FORM-001,weight_湖北_回款率,湖北 回款率 weight,weight,float,ratio,0.075,NOT_APPLICABLE - no separate prior evidenced,0.075,0.075,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.回款率,0.075,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:dedaf4753e152a022a0d034f3c6486363e684bc9bd6a648cdd6d8645368d6146,MACHINE_VERIFIED,
PARAM-063,MOD-001,FORM-001,weight_湖北_审计偏差,湖北 审计偏差 weight,weight,float,ratio,0.05,NOT_APPLICABLE - no separate prior evidenced,0.05,0.05,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.审计偏差,0.05,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:c7c2d85388bd2a53b406623ad728e5928639ef4e24b33902ef55c61f6748ef56,MACHINE_VERIFIED,
PARAM-064,MOD-001,FORM-001,weight_湖北_客情成本,湖北 客情成本 weight,weight,float,ratio,0.1,NOT_APPLICABLE - no separate prior evidenced,0.1,0.1,province_湖北,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::湖北.客情成本,0.1,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:54f801c8e3c2c44428235c48d7d54cd78ccf287d82defe37b1705e44fd159803,MACHINE_VERIFIED,
PARAM-065,MOD-001,FORM-001,weight_华中区域_业绩,华中区域 业绩 weight,weight,float,ratio,0.4,NOT_APPLICABLE - no separate prior evidenced,0.4,0.4,province_华中区域,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::华中区域.业绩,0.4,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:ff64a27ab145c5d54a5be9832c7998b6dd45d98cfd51d7675b32f4aca27183f1,MACHINE_VERIFIED,
PARAM-066,MOD-001,FORM-001,weight_华中区域_毛利率,华中区域 毛利率 weight,weight,float,ratio,0.175,NOT_APPLICABLE - no separate prior evidenced,0.175,0.175,province_华中区域,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::华中区域.毛利率,0.175,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:a8d3620f18d32da8e5e613737a960e636c4f8519cfe91433b79dac27ec353bad,MACHINE_VERIFIED,
PARAM-067,MOD-001,FORM-001,weight_华中区域_结算率,华中区域 结算率 weight,weight,float,ratio,0.025,NOT_APPLICABLE - no separate prior evidenced,0.025,0.025,province_华中区域,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::华中区域.结算率,0.025,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:e910d701fcf3188b51f8498ca659d4446b06330c358e489785b0b4012d2256ff,MACHINE_VERIFIED,
PARAM-068,MOD-001,FORM-001,weight_华中区域_开票率,华中区域 开票率 weight,weight,float,ratio,0.075,NOT_APPLICABLE - no separate prior evidenced,0.075,0.075,province_华中区域,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::华中区域.开票率,0.075,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:5a3dfa5e3f324973ad829c22fccf0af36fb423d13417fedc064a383dddbaa913,MACHINE_VERIFIED,
PARAM-069,MOD-001,FORM-001,weight_华中区域_回款率,华中区域 回款率 weight,weight,float,ratio,0.175,NOT_APPLICABLE - no separate prior evidenced,0.175,0.175,province_华中区域,1.0,0.0001,0,1,FORM-001,EXTRACTED from code constant,UNKNOWN (TASK-WHKM-B-001: policy/source calibration not evidenced),Critical,whkmSalary/salary_logic.py:15,whkmSalary/streamlit_app.py:17,FOCUSED: salary_logic.calculate fixture,active,UNKNOWN,TASK-WHKM-B-001,salary-logic-v0,2026-06-20,python_ast_dict_value:whkmSalary/salary_logic.py::projects::华中区域.回款率,0.175,5712cb6666d2abf5c9426d4ad282899774090a85,2026-06-21T12:45:05Z,sha256:045528016eee4b1a8fe76ec44ea2eb1caf8f15846949c050a39ea75c751da1ef,MACHINE_VERIFIED,
